112.5,2,2,1,0.0444444
135,2,2,2,0.0888889
157.5,2,2,5,0.222222
180,2,2,1,0.0444444
202.5,2,2,2,0.0888889
225,2,2,3,0.133333
247.5,2,2,3,0.133333
270,2,2,4,0.177778
292.5,2,2,4,0.177778
315,2,2,1,0.0444444
337.5,2,2,4,0.177778
360,2,2,3,0.133333
382.5,2,2,4,0.177778
405,2,2,5,0.222222
427.5,2,2,2,0.0888889
450,2,2,6,0.266667
472.5,2,2,2,0.0888889
495,2,2,2,0.0888889
517.5,2,2,3,0.133333
540,2,2,4,0.177778
562.5,2,2,4,0.177778
585,2,2,3,0.133333
607.5,2,2,3,0.133333
630,2,2,2,0.0888889
652.5,2,2,1,0.0444444
675,2,2,2,0.0888889
697.5,2,2,1,0.0444444
720,2,2,0,0
742.5,2,2,3,0.133333
765,2,2,1,0.0444444
787.5,2,2,2,0.0888889
810,2,2,1,0.0444444
832.5,2,2,2,0.0888889
855,2,2,2,0.0888889
877.5,2,2,2,0.0888889
900,2,2,2,0.0888889
922.5,2,2,4,0.177778
945,2,2,5,0.222222
967.5,2,2,6,0.266667
990,2,2,2,0.0888889
1012.5,2,2,0,0
1035,2,2,0,0
1057.5,2,2,2,0.0888889
1080,2,2,1,0.0444444
1102.5,2,2,1,0.0444444
1125,2,2,1,0.0444444
1147.5,2,2,2,0.0888889
1170,2,2,2,0.0888889
1192.5,2,2,1,0.0444444
1215,2,2,0,0
1237.5,2,2,1,0.0444444
1260,2,2,1,0.0444444
1282.5,2,2,2,0.0888889
1305,2,2,1,0.0444444
1327.5,2,2,5,0.222222
1350,2,2,1,0.0444444
1372.5,2,2,6,0.266667
1395,2,2,0,0
1417.5,2,2,4,0.177778
1440,2,2,2,0.0888889
1462.5,2,2,3,0.133333
1485,2,2,7,0.311111
1507.5,2,2,2,0.0888889
1530,2,2,4,0.177778
1552.5,2,2,3,0.133333
1575,2,2,4,0.177778
1597.5,2,2,6,0.266667
1620,2,2,4,0.177778
1642.5,2,2,3,0.133333
1665,2,2,5,0.222222
1687.5,2,2,5,0.222222
1710,2,2,2,0.0888889
1732.5,2,2,4,0.177778
1755,2,2,5,0.222222
1777.5,2,2,3,0.133333
1800,2,2,5,0.222222
1822.5,2,2,1,0.0444444
1845,2,2,3,0.133333
1867.5,2,2,3,0.133333
1890,2,2,0,0
1912.5,2,2,4,0.177778
1935,2,2,3,0.133333
1957.5,2,2,3,0.133333
1980,2,2,2,0.0888889
2002.5,2,2,4,0.177778
2025,2,2,1,0.0444444
2047.5,2,2,6,0.266667
2070,2,2,4,0.177778
2092.5,2,2,3,0.133333
2115,2,2,3,0.133333
2137.5,2,2,4,0.177778
2160,2,2,4,0.177778
2182.5,2,2,5,0.222222
2205,2,2,1,0.0444444
2227.5,2,2,3,0.133333
2250,2,2,4,0.177778
2272.5,2,2,4,0.177778
2295,2,2,5,0.222222
2317.5,2,2,0,0
2340,2,2,3,0.133333
2362.5,2,2,1,0.0444444
2385,2,2,5,0.222222
2407.5,2,2,3,0.133333
2430,2,2,3,0.133333
2452.5,2,2,6,0.266667
2475,2,2,3,0.133333
2497.5,2,2,2,0.0888889
2520,2,2,5,0.222222
2542.5,2,2,3,0.133333
2565,2,2,4,0.177778
2587.5,2,2,2,0.0888889
2610,2,2,2,0.0888889
2632.5,2,2,5,0.222222
2655,2,2,4,0.177778
2677.5,2,2,5,0.222222
2700,2,2,1,0.0444444
2722.5,2,2,3,0.133333
2745,2,2,4,0.177778
2767.5,2,2,1,0.0444444
2790,2,2,1,0.0444444
2812.5,2,2,1,0.0444444
2835,2,2,7,0.311111
2857.5,2,2,2,0.0888889
2880,2,2,6,0.266667
2902.5,2,2,2,0.0888889
2925,2,2,2,0.0888889
2947.5,2,2,3,0.133333
2970,2,2,1,0.0444444
2992.5,2,2,2,0.0888889
3015,2,2,3,0.133333
3037.5,2,2,2,0.0888889
3060,2,2,3,0.133333
3082.5,2,2,0,0
3105,2,2,3,0.133333
3127.5,2,2,4,0.177778
3150,2,2,6,0.266667
3172.5,2,2,1,0.0444444
3195,2,2,1,0.0444444
3217.5,2,2,1,0.0444444
3240,2,2,3,0.133333
3262.5,2,2,1,0.0444444
3285,2,2,1,0.0444444
3307.5,2,2,3,0.133333
3330,2,2,1,0.0444444
3352.5,2,2,5,0.222222
3375,2,2,3,0.133333
3397.5,2,2,2,0.0888889
3420,2,2,5,0.222222
3442.5,2,2,5,0.222222
3465,2,2,2,0.0888889
3487.5,2,2,4,0.177778
3510,2,2,2,0.0888889
3532.5,2,2,4,0.177778
3555,2,2,2,0.0888889
3577.5,2,2,4,0.177778
3600,2,2,3,0.133333
3622.5,2,2,6,0.266667
3645,2,2,2,0.0888889
3667.5,2,2,6,0.266667
3690,2,2,2,0.0888889
3712.5,2,2,3,0.133333
3735,2,2,0,0
3757.5,2,2,3,0.133333
3780,2,2,4,0.177778
3802.5,2,2,0,0
3825,2,2,1,0.0444444
3847.5,2,2,2,0.0888889
3870,2,2,3,0.133333
3892.5,2,2,2,0.0888889
3915,2,2,2,0.0888889
3937.5,2,2,4,0.177778
3960,2,2,4,0.177778
3982.5,2,2,2,0.0888889
