SimulationTime,runNumber,CarID,count,rate
125,14,0,7,0.112
187.5,14,0,1,0.016
250,14,0,8,0.128
312.5,14,0,9,0.144
375,14,0,7,0.112
437.5,14,0,9,0.144
500,14,0,2,0.032
562.5,14,0,5,0.08
625,14,0,4,0.064
687.5,14,0,4,0.064
750,14,0,4,0.064
812.5,14,0,4,0.064
875,14,0,5,0.08
937.5,14,0,7,0.112
1000,14,0,8,0.128
1062.5,14,0,9,0.144
1125,14,0,7,0.112
1187.5,14,0,7,0.112
1250,14,0,6,0.096
1312.5,14,0,9,0.144
1375,14,0,6,0.096
1437.5,14,0,2,0.032
1500,14,0,9,0.144
1562.5,14,0,7,0.112
1625,14,0,7,0.112
1687.5,14,0,5,0.08
1750,14,0,9,0.144
1812.5,14,0,5,0.08
1875,14,0,3,0.048
1937.5,14,0,8,0.128
2000,14,0,7,0.112
2062.5,14,0,8,0.128
2125,14,0,5,0.08
2187.5,14,0,7,0.112
2250,14,0,5,0.08
2312.5,14,0,5,0.08
2375,14,0,8,0.128
2437.5,14,0,1,0.016
2500,14,0,5,0.08
2562.5,14,0,9,0.144
2625,14,0,9,0.144
2687.5,14,0,9,0.144
2750,14,0,4,0.064
2812.5,14,0,8,0.128
2875,14,0,3,0.048
2937.5,14,0,5,0.08
3000,14,0,8,0.128
3062.5,14,0,7,0.112
3125,14,0,7,0.112
3187.5,14,0,7,0.112
3250,14,0,5,0.08
3312.5,14,0,7,0.112
3375,14,0,7,0.112
3437.5,14,0,7,0.112
3500,14,0,4,0.064
3562.5,14,0,7,0.112
3625,14,0,3,0.048
3687.5,14,0,8,0.128
3750,14,0,9,0.144
3812.5,14,0,2,0.032
3875,14,0,4,0.064
3937.5,14,0,8,0.128
4000,14,0,7,0.112
4062.5,14,0,3,0.048
4125,14,0,3,0.048
4187.5,14,0,9,0.144
4250,14,0,9,0.144
4312.5,14,0,5,0.08
4375,14,0,9,0.144
4437.5,14,0,8,0.128
4500,14,0,3,0.048
4562.5,14,0,5,0.08
4625,14,0,3,0.048
4687.5,14,0,8,0.128
4750,14,0,9,0.144
4812.5,14,0,6,0.096
4875,14,0,7,0.112
4937.5,14,0,8,0.128
5000,14,0,8,0.128
5062.5,14,0,8,0.128
5125,14,0,7,0.112
5187.5,14,0,3,0.048
5250,14,0,6,0.096
5312.5,14,0,8,0.128
5375,14,0,8,0.128
5437.5,14,0,6,0.096
5500,14,0,3,0.048
5562.5,14,0,8,0.128
5625,14,0,5,0.08
5687.5,14,0,9,0.144
5750,14,0,6,0.096
5812.5,14,0,8,0.128
5875,14,0,8,0.128
5937.5,14,0,5,0.08
6000,14,0,6,0.096
6062.5,14,0,7,0.112
6125,14,0,6,0.096
6187.5,14,0,2,0.032
6250,14,0,4,0.064
6312.5,14,0,7,0.112
6375,14,0,7,0.112
6437.5,14,0,5,0.08
6500,14,0,2,0.032
6562.5,14,0,8,0.128
6625,14,0,7,0.112
6687.5,14,0,7,0.112
6750,14,0,6,0.096
6812.5,14,0,7,0.112
6875,14,0,6,0.096
6937.5,14,0,8,0.128
7000,14,0,8,0.128
7062.5,14,0,5,0.08
7125,14,0,5,0.08
7187.5,14,0,7,0.112
7250,14,0,3,0.048
7312.5,14,0,8,0.128
7375,14,0,5,0.08
7437.5,14,0,6,0.096
7500,14,0,7,0.112
7562.5,14,0,5,0.08
7625,14,0,8,0.128
7687.5,14,0,5,0.08
7750,14,0,8,0.128
7812.5,14,0,3,0.048
7875,14,0,8,0.128
7937.5,14,0,6,0.096
8000,14,0,4,0.064
8062.5,14,0,5,0.08
8125,14,0,6,0.096
8187.5,14,0,5,0.08
8250,14,0,5,0.08
8312.5,14,0,4,0.064
8375,14,0,5,0.08
8437.5,14,0,9,0.144
8500,14,0,9,0.144
8562.5,14,0,5,0.08
8625,14,0,6,0.096
8687.5,14,0,7,0.112
8750,14,0,6,0.096
8812.5,14,0,7,0.112
8875,14,0,5,0.08
8937.5,14,0,2,0.032
9000,14,0,4,0.064
9062.5,14,0,5,0.08
9125,14,0,8,0.128
9187.5,14,0,9,0.144
9250,14,0,8,0.128
9312.5,14,0,3,0.048
9375,14,0,7,0.112
9437.5,14,0,9,0.144
9500,14,0,6,0.096
9562.5,14,0,3,0.048
9625,14,0,8,0.128
9687.5,14,0,5,0.08
9750,14,0,2,0.032
9812.5,14,0,6,0.096
9875,14,0,4,0.064
9937.5,14,0,5,0.08
10000,14,0,6,0.096
125,14,1,6,0.096
187.5,14,1,3,0.048
250,14,1,4,0.064
312.5,14,1,8,0.128
375,14,1,3,0.048
437.5,14,1,6,0.096
500,14,1,6,0.096
562.5,14,1,4,0.064
625,14,1,5,0.08
687.5,14,1,6,0.096
750,14,1,7,0.112
812.5,14,1,5,0.08
875,14,1,6,0.096
937.5,14,1,8,0.128
1000,14,1,8,0.128
1062.5,14,1,8,0.128
1125,14,1,3,0.048
1187.5,14,1,4,0.064
1250,14,1,8,0.128
1312.5,14,1,9,0.144
1375,14,1,7,0.112
1437.5,14,1,2,0.032
1500,14,1,7,0.112
1562.5,14,1,6,0.096
1625,14,1,7,0.112
1687.5,14,1,4,0.064
1750,14,1,9,0.144
1812.5,14,1,3,0.048
1875,14,1,5,0.08
1937.5,14,1,8,0.128
2000,14,1,7,0.112
2062.5,14,1,6,0.096
2125,14,1,9,0.144
2187.5,14,1,9,0.144
2250,14,1,9,0.144
2312.5,14,1,2,0.032
2375,14,1,3,0.048
2437.5,14,1,2,0.032
2500,14,1,6,0.096
2562.5,14,1,5,0.08
2625,14,1,5,0.08
2687.5,14,1,6,0.096
2750,14,1,6,0.096
2812.5,14,1,9,0.144
2875,14,1,9,0.144
2937.5,14,1,4,0.064
3000,14,1,6,0.096
3062.5,14,1,7,0.112
3125,14,1,7,0.112
3187.5,14,1,1,0.016
3250,14,1,7,0.112
3312.5,14,1,6,0.096
3375,14,1,9,0.144
3437.5,14,1,7,0.112
3500,14,1,3,0.048
3562.5,14,1,6,0.096
3625,14,1,7,0.112
3687.5,14,1,6,0.096
3750,14,1,6,0.096
3812.5,14,1,5,0.08
3875,14,1,8,0.128
3937.5,14,1,4,0.064
4000,14,1,5,0.08
4062.5,14,1,2,0.032
4125,14,1,7,0.112
4187.5,14,1,9,0.144
4250,14,1,3,0.048
4312.5,14,1,7,0.112
4375,14,1,4,0.064
4437.5,14,1,7,0.112
4500,14,1,6,0.096
4562.5,14,1,3,0.048
4625,14,1,4,0.064
4687.5,14,1,7,0.112
4750,14,1,5,0.08
4812.5,14,1,3,0.048
4875,14,1,3,0.048
4937.5,14,1,8,0.128
5000,14,1,8,0.128
5062.5,14,1,7,0.112
5125,14,1,6,0.096
5187.5,14,1,2,0.032
5250,14,1,8,0.128
5312.5,14,1,7,0.112
5375,14,1,7,0.112
5437.5,14,1,9,0.144
5500,14,1,7,0.112
5562.5,14,1,4,0.064
5625,14,1,8,0.128
5687.5,14,1,6,0.096
5750,14,1,6,0.096
5812.5,14,1,9,0.144
5875,14,1,8,0.128
5937.5,14,1,4,0.064
6000,14,1,7,0.112
6062.5,14,1,6,0.096
6125,14,1,2,0.032
6187.5,14,1,7,0.112
6250,14,1,3,0.048
6312.5,14,1,8,0.128
6375,14,1,4,0.064
6437.5,14,1,5,0.08
6500,14,1,3,0.048
6562.5,14,1,5,0.08
6625,14,1,4,0.064
6687.5,14,1,8,0.128
6750,14,1,6,0.096
6812.5,14,1,6,0.096
6875,14,1,6,0.096
6937.5,14,1,8,0.128
7000,14,1,5,0.08
7062.5,14,1,5,0.08
7125,14,1,2,0.032
7187.5,14,1,2,0.032
7250,14,1,8,0.128
7312.5,14,1,6,0.096
7375,14,1,9,0.144
7437.5,14,1,7,0.112
7500,14,1,7,0.112
7562.5,14,1,5,0.08
7625,14,1,9,0.144
7687.5,14,1,7,0.112
7750,14,1,6,0.096
7812.5,14,1,7,0.112
7875,14,1,4,0.064
7937.5,14,1,8,0.128
8000,14,1,5,0.08
8062.5,14,1,5,0.08
8125,14,1,3,0.048
8187.5,14,1,4,0.064
8250,14,1,5,0.08
8312.5,14,1,7,0.112
8375,14,1,6,0.096
8437.5,14,1,8,0.128
8500,14,1,8,0.128
8562.5,14,1,7,0.112
8625,14,1,6,0.096
8687.5,14,1,7,0.112
8750,14,1,3,0.048
8812.5,14,1,3,0.048
8875,14,1,6,0.096
8937.5,14,1,6,0.096
9000,14,1,6,0.096
9062.5,14,1,6,0.096
9125,14,1,9,0.144
9187.5,14,1,4,0.064
9250,14,1,4,0.064
9312.5,14,1,3,0.048
9375,14,1,3,0.048
9437.5,14,1,8,0.128
9500,14,1,4,0.064
9562.5,14,1,6,0.096
9625,14,1,5,0.08
9687.5,14,1,7,0.112
9750,14,1,6,0.096
9812.5,14,1,7,0.112
9875,14,1,3,0.048
9937.5,14,1,6,0.096
10000,14,1,8,0.128
125,14,2,3,0.048
187.5,14,2,4,0.064
250,14,2,9,0.144
312.5,14,2,9,0.144
375,14,2,8,0.128
437.5,14,2,6,0.096
500,14,2,4,0.064
562.5,14,2,8,0.128
625,14,2,4,0.064
687.5,14,2,9,0.144
750,14,2,8,0.128
812.5,14,2,3,0.048
875,14,2,5,0.08
937.5,14,2,5,0.08
1000,14,2,7,0.112
1062.5,14,2,8,0.128
1125,14,2,8,0.128
1187.5,14,2,5,0.08
1250,14,2,8,0.128
1312.5,14,2,9,0.144
1375,14,2,6,0.096
1437.5,14,2,5,0.08
1500,14,2,9,0.144
1562.5,14,2,7,0.112
1625,14,2,4,0.064
1687.5,14,2,8,0.128
1750,14,2,8,0.128
1812.5,14,2,7,0.112
1875,14,2,7,0.112
1937.5,14,2,6,0.096
2000,14,2,2,0.032
2062.5,14,2,5,0.08
2125,14,2,5,0.08
2187.5,14,2,7,0.112
2250,14,2,6,0.096
2312.5,14,2,6,0.096
2375,14,2,5,0.08
2437.5,14,2,6,0.096
2500,14,2,7,0.112
2562.5,14,2,7,0.112
2625,14,2,6,0.096
2687.5,14,2,8,0.128
2750,14,2,7,0.112
2812.5,14,2,7,0.112
2875,14,2,8,0.128
2937.5,14,2,1,0.016
3000,14,2,7,0.112
3062.5,14,2,7,0.112
3125,14,2,8,0.128
3187.5,14,2,4,0.064
3250,14,2,4,0.064
3312.5,14,2,8,0.128
3375,14,2,7,0.112
3437.5,14,2,8,0.128
3500,14,2,5,0.08
3562.5,14,2,2,0.032
3625,14,2,1,0.016
3687.5,14,2,2,0.032
3750,14,2,8,0.128
3812.5,14,2,4,0.064
3875,14,2,3,0.048
3937.5,14,2,9,0.144
4000,14,2,4,0.064
4062.5,14,2,2,0.032
4125,14,2,3,0.048
4187.5,14,2,8,0.128
4250,14,2,5,0.08
4312.5,14,2,9,0.144
4375,14,2,8,0.128
4437.5,14,2,4,0.064
4500,14,2,6,0.096
4562.5,14,2,3,0.048
4625,14,2,4,0.064
4687.5,14,2,9,0.144
4750,14,2,9,0.144
4812.5,14,2,3,0.048
4875,14,2,5,0.08
4937.5,14,2,6,0.096
5000,14,2,9,0.144
5062.5,14,2,6,0.096
5125,14,2,4,0.064
5187.5,14,2,2,0.032
5250,14,2,6,0.096
5312.5,14,2,9,0.144
5375,14,2,9,0.144
5437.5,14,2,7,0.112
5500,14,2,7,0.112
5562.5,14,2,6,0.096
5625,14,2,9,0.144
5687.5,14,2,8,0.128
5750,14,2,6,0.096
5812.5,14,2,7,0.112
5875,14,2,8,0.128
5937.5,14,2,8,0.128
6000,14,2,4,0.064
6062.5,14,2,9,0.144
6125,14,2,4,0.064
6187.5,14,2,8,0.128
6250,14,2,4,0.064
6312.5,14,2,9,0.144
6375,14,2,9,0.144
6437.5,14,2,4,0.064
6500,14,2,3,0.048
6562.5,14,2,7,0.112
6625,14,2,9,0.144
6687.5,14,2,7,0.112
6750,14,2,8,0.128
6812.5,14,2,5,0.08
6875,14,2,1,0.016
6937.5,14,2,7,0.112
7000,14,2,8,0.128
7062.5,14,2,4,0.064
7125,14,2,5,0.08
7187.5,14,2,7,0.112
7250,14,2,2,0.032
7312.5,14,2,9,0.144
7375,14,2,8,0.128
7437.5,14,2,6,0.096
7500,14,2,6,0.096
7562.5,14,2,7,0.112
7625,14,2,9,0.144
7687.5,14,2,4,0.064
7750,14,2,4,0.064
7812.5,14,2,7,0.112
7875,14,2,2,0.032
7937.5,14,2,8,0.128
8000,14,2,5,0.08
8062.5,14,2,8,0.128
8125,14,2,6,0.096
8187.5,14,2,7,0.112
8250,14,2,5,0.08
8312.5,14,2,5,0.08
8375,14,2,3,0.048
8437.5,14,2,3,0.048
8500,14,2,8,0.128
8562.5,14,2,9,0.144
8625,14,2,8,0.128
8687.5,14,2,8,0.128
8750,14,2,7,0.112
8812.5,14,2,7,0.112
8875,14,2,7,0.112
8937.5,14,2,0,0
9000,14,2,5,0.08
9062.5,14,2,2,0.032
9125,14,2,9,0.144
9187.5,14,2,6,0.096
9250,14,2,5,0.08
9312.5,14,2,5,0.08
9375,14,2,1,0.016
9437.5,14,2,8,0.128
9500,14,2,8,0.128
9562.5,14,2,4,0.064
9625,14,2,5,0.08
9687.5,14,2,3,0.048
9750,14,2,4,0.064
9812.5,14,2,7,0.112
9875,14,2,5,0.08
9937.5,14,2,8,0.128
10000,14,2,4,0.064
125,14,3,7,0.112
187.5,14,3,4,0.064
250,14,3,7,0.112
312.5,14,3,9,0.144
375,14,3,9,0.144
437.5,14,3,5,0.08
500,14,3,4,0.064
562.5,14,3,5,0.08
625,14,3,8,0.128
687.5,14,3,5,0.08
750,14,3,4,0.064
812.5,14,3,7,0.112
875,14,3,4,0.064
937.5,14,3,7,0.112
1000,14,3,6,0.096
1062.5,14,3,8,0.128
1125,14,3,5,0.08
1187.5,14,3,7,0.112
1250,14,3,6,0.096
1312.5,14,3,6,0.096
1375,14,3,9,0.144
1437.5,14,3,7,0.112
1500,14,3,5,0.08
1562.5,14,3,3,0.048
1625,14,3,1,0.016
1687.5,14,3,4,0.064
1750,14,3,5,0.08
1812.5,14,3,6,0.096
1875,14,3,2,0.032
1937.5,14,3,9,0.144
2000,14,3,7,0.112
2062.5,14,3,8,0.128
2125,14,3,5,0.08
2187.5,14,3,8,0.128
2250,14,3,9,0.144
2312.5,14,3,6,0.096
2375,14,3,1,0.016
2437.5,14,3,3,0.048
2500,14,3,4,0.064
2562.5,14,3,7,0.112
2625,14,3,5,0.08
2687.5,14,3,7,0.112
2750,14,3,5,0.08
2812.5,14,3,9,0.144
2875,14,3,8,0.128
2937.5,14,3,5,0.08
3000,14,3,5,0.08
3062.5,14,3,8,0.128
3125,14,3,5,0.08
3187.5,14,3,8,0.128
3250,14,3,7,0.112
3312.5,14,3,9,0.144
3375,14,3,9,0.144
3437.5,14,3,6,0.096
3500,14,3,4,0.064
3562.5,14,3,7,0.112
3625,14,3,8,0.128
3687.5,14,3,5,0.08
3750,14,3,8,0.128
3812.5,14,3,8,0.128
3875,14,3,5,0.08
3937.5,14,3,7,0.112
4000,14,3,4,0.064
4062.5,14,3,4,0.064
4125,14,3,6,0.096
4187.5,14,3,9,0.144
4250,14,3,5,0.08
4312.5,14,3,8,0.128
4375,14,3,8,0.128
4437.5,14,3,7,0.112
4500,14,3,4,0.064
4562.5,14,3,5,0.08
4625,14,3,8,0.128
4687.5,14,3,5,0.08
4750,14,3,8,0.128
4812.5,14,3,7,0.112
4875,14,3,5,0.08
4937.5,14,3,6,0.096
5000,14,3,7,0.112
5062.5,14,3,9,0.144
5125,14,3,6,0.096
5187.5,14,3,3,0.048
5250,14,3,6,0.096
5312.5,14,3,9,0.144
5375,14,3,8,0.128
5437.5,14,3,9,0.144
5500,14,3,7,0.112
5562.5,14,3,8,0.128
5625,14,3,7,0.112
5687.5,14,3,7,0.112
5750,14,3,8,0.128
5812.5,14,3,6,0.096
5875,14,3,4,0.064
5937.5,14,3,6,0.096
6000,14,3,4,0.064
6062.5,14,3,6,0.096
6125,14,3,3,0.048
6187.5,14,3,7,0.112
6250,14,3,8,0.128
6312.5,14,3,7,0.112
6375,14,3,9,0.144
6437.5,14,3,5,0.08
6500,14,3,3,0.048
6562.5,14,3,8,0.128
6625,14,3,6,0.096
6687.5,14,3,5,0.08
