SimulationTime,runNumber,CarID,count,rate
125,11,0,7,0.112
187.5,11,0,4,0.064
250,11,0,5,0.08
312.5,11,0,8,0.128
375,11,0,5,0.08
437.5,11,0,5,0.08
500,11,0,3,0.048
562.5,11,0,9,0.144
625,11,0,7,0.112
687.5,11,0,8,0.128
750,11,0,5,0.08
812.5,11,0,7,0.112
875,11,0,7,0.112
937.5,11,0,4,0.064
1000,11,0,8,0.128
1062.5,11,0,6,0.096
1125,11,0,6,0.096
1187.5,11,0,5,0.08
1250,11,0,4,0.064
1312.5,11,0,7,0.112
1375,11,0,5,0.08
1437.5,11,0,7,0.112
1500,11,0,3,0.048
1562.5,11,0,6,0.096
1625,11,0,6,0.096
1687.5,11,0,7,0.112
1750,11,0,8,0.128
1812.5,11,0,8,0.128
1875,11,0,7,0.112
1937.5,11,0,8,0.128
2000,11,0,6,0.096
2062.5,11,0,8,0.128
2125,11,0,6,0.096
2187.5,11,0,3,0.048
2250,11,0,6,0.096
2312.5,11,0,9,0.144
2375,11,0,5,0.08
2437.5,11,0,7,0.112
2500,11,0,0,0
2562.5,11,0,4,0.064
2625,11,0,8,0.128
2687.5,11,0,8,0.128
2750,11,0,6,0.096
2812.5,11,0,9,0.144
2875,11,0,6,0.096
2937.5,11,0,9,0.144
3000,11,0,8,0.128
3062.5,11,0,7,0.112
3125,11,0,6,0.096
3187.5,11,0,4,0.064
3250,11,0,5,0.08
3312.5,11,0,9,0.144
3375,11,0,6,0.096
3437.5,11,0,9,0.144
3500,11,0,6,0.096
3562.5,11,0,6,0.096
3625,11,0,5,0.08
3687.5,11,0,9,0.144
3750,11,0,6,0.096
3812.5,11,0,9,0.144
3875,11,0,7,0.112
3937.5,11,0,7,0.112
4000,11,0,8,0.128
4062.5,11,0,8,0.128
4125,11,0,4,0.064
4187.5,11,0,6,0.096
4250,11,0,5,0.08
4312.5,11,0,9,0.144
4375,11,0,7,0.112
4437.5,11,0,2,0.032
4500,11,0,6,0.096
4562.5,11,0,7,0.112
4625,11,0,6,0.096
4687.5,11,0,5,0.08
4750,11,0,6,0.096
4812.5,11,0,9,0.144
4875,11,0,7,0.112
4937.5,11,0,6,0.096
5000,11,0,8,0.128
5062.5,11,0,4,0.064
5125,11,0,8,0.128
5187.5,11,0,7,0.112
5250,11,0,5,0.08
5312.5,11,0,7,0.112
5375,11,0,7,0.112
5437.5,11,0,7,0.112
5500,11,0,8,0.128
5562.5,11,0,6,0.096
5625,11,0,6,0.096
5687.5,11,0,7,0.112
5750,11,0,7,0.112
5812.5,11,0,8,0.128
5875,11,0,5,0.08
5937.5,11,0,5,0.08
6000,11,0,6,0.096
6062.5,11,0,6,0.096
6125,11,0,4,0.064
6187.5,11,0,5,0.08
6250,11,0,4,0.064
6312.5,11,0,8,0.128
6375,11,0,2,0.032
6437.5,11,0,6,0.096
6500,11,0,8,0.128
6562.5,11,0,4,0.064
6625,11,0,7,0.112
6687.5,11,0,6,0.096
6750,11,0,3,0.048
6812.5,11,0,6,0.096
6875,11,0,9,0.144
6937.5,11,0,8,0.128
7000,11,0,5,0.08
7062.5,11,0,8,0.128
7125,11,0,5,0.08
7187.5,11,0,4,0.064
7250,11,0,2,0.032
7312.5,11,0,6,0.096
7375,11,0,8,0.128
7437.5,11,0,4,0.064
7500,11,0,2,0.032
7562.5,11,0,3,0.048
7625,11,0,9,0.144
7687.5,11,0,7,0.112
7750,11,0,1,0.016
7812.5,11,0,9,0.144
7875,11,0,9,0.144
7937.5,11,0,7,0.112
8000,11,0,5,0.08
8062.5,11,0,8,0.128
8125,11,0,6,0.096
8187.5,11,0,5,0.08
8250,11,0,5,0.08
8312.5,11,0,9,0.144
8375,11,0,5,0.08
8437.5,11,0,8,0.128
8500,11,0,7,0.112
8562.5,11,0,3,0.048
8625,11,0,6,0.096
8687.5,11,0,7,0.112
8750,11,0,6,0.096
8812.5,11,0,4,0.064
8875,11,0,8,0.128
8937.5,11,0,9,0.144
9000,11,0,9,0.144
9062.5,11,0,5,0.08
9125,11,0,5,0.08
9187.5,11,0,9,0.144
9250,11,0,7,0.112
9312.5,11,0,7,0.112
9375,11,0,6,0.096
9437.5,11,0,8,0.128
9500,11,0,8,0.128
9562.5,11,0,9,0.144
9625,11,0,6,0.096
9687.5,11,0,3,0.048
9750,11,0,9,0.144
9812.5,11,0,3,0.048
9875,11,0,4,0.064
9937.5,11,0,7,0.112
10000,11,0,4,0.064
125,11,1,8,0.128
187.5,11,1,6,0.096
250,11,1,6,0.096
312.5,11,1,8,0.128
375,11,1,6,0.096
437.5,11,1,5,0.08
500,11,1,6,0.096
562.5,11,1,9,0.144
625,11,1,3,0.048
687.5,11,1,8,0.128
750,11,1,4,0.064
812.5,11,1,5,0.08
875,11,1,9,0.144
937.5,11,1,6,0.096
1000,11,1,7,0.112
1062.5,11,1,3,0.048
1125,11,1,3,0.048
1187.5,11,1,5,0.08
1250,11,1,8,0.128
1312.5,11,1,6,0.096
1375,11,1,2,0.032
1437.5,11,1,5,0.08
1500,11,1,5,0.08
1562.5,11,1,6,0.096
1625,11,1,6,0.096
1687.5,11,1,3,0.048
1750,11,1,4,0.064
1812.5,11,1,3,0.048
1875,11,1,7,0.112
1937.5,11,1,6,0.096
2000,11,1,6,0.096
2062.5,11,1,8,0.128
2125,11,1,8,0.128
2187.5,11,1,4,0.064
2250,11,1,6,0.096
2312.5,11,1,5,0.08
2375,11,1,8,0.128
2437.5,11,1,6,0.096
2500,11,1,7,0.112
2562.5,11,1,3,0.048
2625,11,1,8,0.128
2687.5,11,1,9,0.144
2750,11,1,6,0.096
2812.5,11,1,9,0.144
2875,11,1,4,0.064
2937.5,11,1,8,0.128
3000,11,1,8,0.128
